Username,Comment
istiqomah ,fakta org cerdas bukan pendidikan yg tinggi... yg punya etitut yg lebih baik👍🏻👍🏻🙏
Lik Ratno ,Sy cuma SD paham setiap pk Anies yg di bicarakan.
nanathea ,"tidak semua kalangan pendidikan baik pilih pak anis,nyatanya yg pinter keliatan bodoh karna memilih capres yg mkmk"
Elsa Chavia ,Pa anies tuh logika puoll
user7096076851914 ,gk butuh kyak iru pak
Lely Wibisana ,masak sih😁
fuji ,masuk akal. penjelasan..ini...salam perubahan..01. 👍👍
sunemuti ,betul sekali pak. tp buat kami walaupun cuman lulusan SD tp saya bisa tau kalau pak anis org hebat dan pantas jd presiden
tukang cctv ,alah baca teks
lasmidarmo ,saya malah puyeng
Sunar Dadi ,"saya sekolah sampai S 1 tapi saya pilih 02.
pendidikan itu terkait moralitas sekolah itu akademik yg milih 02 moralitasnya baik ."
Siti Mutmainah498 ,tpi yg milih kok hya 24%
rosiah657 ,ngomong naon sih😂
Vano  c٥ʷₚͦ៰ᷜ⍳٥ˢ ,👍👍👍01 tetep di hati salam waras
syaa ,berbelit belit kaya viki prasetio
Sila Wati ,bukan masalah pendidikan pak tapi tentang keiklasan
Pethet Banget ,"bukan itu,kinerja bos jadi acuan masyarakat sperti kami"
Rawi ,omong opo
sri lestari ,yg jelas adanya bansos dlm kampanye pilpres
unnamevx ,yapss
Rizqi Barokah ,"@Anies Rasyid Baswedan
denger ni 90810×"
gemoy ,oohh ya😂
erwjn123 ,betul saya cuma tamatan STM tapi saya tdk mengatas agama untuk mencapai tujuan dan menjadi sukses
ahmad ,"serah aja pak,, sya salah satu rakyat yang pendidikan saya rendah yang memilih 02,,krna saya milih dari hati nurani sya. terimakasih🙏🙏"
Khalik Nst ,bukan janji tapi bukti... itu yang kami nilai
Iwan Prijantono ,ya gak juga lah....
Wirasakti ,saya mengerti pak. kalau angin dan air gak punya ktp.
ismail (angah_mu)💦🔥 ,aku sihh yess👍
. ,"tidak juga,, orang lulusan SD juga kalau cerdas mau apa."
bano bano ,Gue nga pernah sekolah tapi gue ngerti tujuan Anies jadi presiden
Sr Mulya ,saya tamatan sd tapi angin gapunya ktp ya mengerti 😁😆
Semut Ibrahim ,hanya orang keren yg dukung pak anis
Inul C ,"bukan masalah sd,smp,atau seterusnya disebutkan perpendidikan baik"
anok dusu dili ,itu pendapat Nya lu tapi rakyat Indonesia lain bukan memilih yg cuma pintar
Acang Stone ,saya g punya ijazah . ukur pintar' itu apa. Efendi Gazali
cieekepoo ,uuhhuuiiii.... itulah faktanya....🤭🤭
johansoebarto ,jare cocukmu lek😳
Zul ,bukan masalah pendidikan nya bung tapi bagaimana cara kinerja yg pantas jadi acuan untuk jdi pemimpin
sunarti ,janji makan siang gratis lebih menarik menurut mereka.
Donna Elfina Siahaan ,C7 dgn Bapak yg cerdas pintar danjeniud👍🥰🥰❤️❤️😇😇😇😇
Sherlie Subagyo ,Gak juga.. sy S2 ga milih anies.. 🙃🙃🙃
Seniman KemBang 🔥 ,contoh parkiran air
tina_ajah ,Real bang
Oppo F1s420 ,"intinya siapa yg menang ,itulh yg trbaik,org bijak dpt mnghargai prbedaan, yg berpendidikan tinggi,dan yg rendah dan mengetti arti demokrasi,"
rezha_alfaro ,alhamdulillah berarti saya termasuk cerdas karna paham dan setuju visi misi abah anies😭😭😭
Arafif Ali ,sayah pendidikn rendah cuman nyampe SD tapi pilih pa Anies..
Budi Santosa ,tapi punya hati nurani bosss
nilawati97989 ,benar banget pak 👍
Prananto_SE ,benar
Sibak_Siti ,sak karepmu men men🤣🤣🤣
Amalia Syamsiah ,Skarang sdh banyak yg sekolah bang efendi
Amalia Syamsiah ,"Aku pilih p, anies, mdh2an dr agamanya d lihat,"
nurlailasari171 ,Aamiin yra ..kun payakun
tata52308 ,akhlak lebih dijunjung tinggi dan pada pendidikan tinggi (baik)
duta.kranji ,"Pendidikan tinggi tapi lucu2.
."
Jane ,hanya org cerdas. yg faham..😅😅
Jane ,ternyata..😅😅😅
damsirdamsir59 ,betui sekali itu pak karna ada yg beranya dngan saya apa yg mo drubah
hnf2877 ,"itu kan meurut situ
klo menurut w msh di bawah Pa anis bro"
ABASTARI 805485 ,pantes dan wajar 02 menang😅
_-𝕬𝖓𝖉𝖗𝖎𝖊-_ ,"point' dr pendidikan yang baik bukan berarti saja lulusan S1.S2.S3 saja,, tp pendidikan lingkungan dr orang tua jg berpengaruh👍"
kesya ,oh begitu..pantes aja wowo ttap banyak pemuja nya
Murodi Toyib ,rendah bukan berarti g puya pengatauan umum bos
bari ,Mosok.😁
ճւՔկ ,"pemilu bukan hanya tentang pendidikan
tp lebih kepada kepercayaan setiap pemilih..
mayoritas pemilih lebih percaya kepada 02."
ELA DUTA ,"saya gk tamat SMA tapi saya pilih pk anies,!"
Ahmad Handycraft ,anis bos semua kalangan suka
UwelLayo ,saya sekolah tinggi juga tapi saya pilih 02
fajar fotbal ,insyaallah amin
pinokio ,sy kira cuma sy yg brfkr spt itu.. tryta ad juga..🤣
⁑⠕⃝Gᴇʀʀι ᴘʀoנᴇcт✰ ,BETUL SEKALI TUAN
Hadi Suhadi ,Sangat benar apa kt bung Qzali
miss tara raichand ,kacau nih😂😂😂😂😂😂😂😂😂
Jannahlili ,s7...
Tia Ari ,anis yesss
Queensha ,whaaaat??????
user6009598623803 ,nmr 02
renireni2439 ,"yg lain tu pendidikannya GK baik..
soal memilih itu soal peribadi Bung"
PMI_1806 ,"pendidikkan saya baik, tapi saya tak pilih anis"
Echy Doel ,"sy sj org kampung tpi sy paham, dan mengerti ap yg di blng pa Anis Salam perubhn🤲🤲"
salkais ,saya tamatan rendah tapi anis top buat saya.
inayah ,betul apa lagi klw dah di iming2ibn cuan
user9440731236616 ,iku lak katamu gazali
UTI YANI39 ,betul bapak ini
Kucing Ramadhan ,ooops...
Rauhon Rauhon ,In Syaa Allah pilih 01
slametsuparjoto ,Preeeeettttttt
Nesto ,betul x bos
Anto4523 ,dukung Anies capres negara Singapore / Malaysia aja om😂😂😂😂
ayh Feby ,"betul, pak"
kang Ludah ,betul sh ini..
Zainul Muhammad ,Betulllll
AWSuaka ,😍🥰♥️😍🥰🤲🤲💪💪☝️🫰🫰👍👍
Bara ,gua S3 dari yaman bang tapi gak ngerti apa yg dibicarakan anis...
Arya K🌀mara ,mungkin kau beli es 3 biji ke warung😂😂😂
Aprilia ,jadi ingat ucapan pak Ridwan Kamil 😁
dodiruswandi985 ,brow klwrga sy lulusan sd tetap pa Anies
🇦 🇾 🇦 🇸 🇴 🇫 🇾 🇦 🦋 ,"banyak yg berpddkn rendah milih pak Anies Baswedan,,, InshaaAllah Anies Baswedan RI 1"
Hermidha ,kebanyakan anak yg baru tamat SMA yg baru punya KTP bikin dia menang.ikut2 yg rame disosmed yg didukung artis
user4798540168797 ,maaf pa effendi ghajali saya bahkan sd pun t selesai tapi saya ngerti dgn bahasa pa Anies
Cisel ,apapun yg dibicarakan pak Anis kalimat lebih tinggi......tapi intinya PERUBAHAN...👍👍👍
tintin sumarni ,banyak yg pendidikan baik juga.tapi pilih Prabowo .
Debunya Alam Semesta ,sy pham dan mengerti meski pendidikanku rendah
keysha_afiff263moch Arif af ,bukan seperti itu kali bang .pemilih Anis di setiap wilayah unggul jauh dari Prabowo .cuma sayang Anis kalah di KPU dan MK .
Mansu Agusta ,gak juga
Daniel Umbu ,faktanx dapat 24%...apa lagi boss
dollar21 ,kumaha siak wek
Zelda ,kta siapa byk jendral akademisi aktivis dan cendikiawan yg milih 02
Wira Bumi ,lebih mudah dimengerti Anis dn trimakasih buat Anis saya jadi mengerti pilih Prabowo untuk mimpin bangsa di NKRI.
ziaaaa ,naaaah kan pemilih pak Anis orang cerdas👍🥰
Sis Wanti ,"@bsru kali ini ya pemilu dikaitkan dgn pendidikan masingpemilih, ini bukti ke prustasian dr pihak2,yg kalah betul apa betul"
akun hiburan ,jejak anis bisa di lihat pas dia jadi gubernur Jakarta 🤣🤣🤣🤣🤣🤣
PokokePakRT ,"Bang efendi Aku s 3 di semarang ,tapi aku gak mudeng kalimat parkalimate anis baswedan ,ngelu aku"
qiyengk ,itulah peranan pak anis bs bs mencerdaskan seluruh rakyat indonesia tanpa membedakan suku dn tingkat kemapuan financialnya
abgtua79 ,"klau sdh mnganggp bgitu ya sdh,,trima aja kkalahan anis"
Saebah Ebah ,betull yg milih anis orang waras
Dardko ,Yg kedua anis turunan yaman
irfan ,ngomong apa sih bos 😅😅😅
Asriani Gadjang ,"mungkin bukan dr pendidikannya, tp dr akal sehatnya"
Alim 6307 ,ora setuju bro
fajar ramdani ,langsung ad contoh gak tuh wkwkkw
user4803091783754 ,Aamiin...
Kurdi ,🤣🤣🤣🤣🤣 nggedabrus
- ,amin memang cerdas
Edy Snopay Celsen Celsen ,preeeet
jumapadan ,Betul tu
Khanza interior bdg ,sorry ye sorry ye ....ttp milih Prabowo sorry ya nis
Kapten Ngadtus ,preeet
hel kiau ,👍 baik untuk mengelabui n membual
asmara ,kami ttp 02
dari kontak anda ,se7
Hamdan Hrp ,aku inga tampad sd tapi aku ngerti apa yang di sampai kan pak anis aku paham
user3932229543291 ,omong opo
friendi ,benar ini
rezapahlevireza55 ,"saya bodoh dan rendah...
makanya kami pilih Prabowo...
di situlah masalahnya..😁😁😁"
preett 711 ,angin gk ada KTP bg Efendi😁😁😁
finfin0803 ,"nah ini satu dr 72,4% itu😅"
kemaladhisurya103 ,Saya S1 gak ngerti 😂
suaraaaa ,INI ANAK TETANGGA GW SI IMAL...DARI MANA LO S1?? BUKAN NY LO CM SMP DOANG MAL?? BUKAN NY LO KERJA HARIAN DI TOKO??
NISA_QUOTES ,"@PRABOWO SUBIANTO
@Dr. Hotman Paris SH M.Hum
@Yusril Ihza Mahendra"
Eman Kamal ,❤️❤️❤️
Reihand ,🤣🤣🤣🤣🤣🤣🤣🤣🤣........
BUNGA MELATI ,👍👍👍
____ ,😂
Tebeng Wongndeso ,@
Abdulmutaleb ,😅
edisupriyanto507 ,✌️✌️✌️✌️✌️✌️✌️✌️✌️✌️✌️✌️✌️✌️✌️✌️✌️💪💪💪💪💪
Anick Chrystianty ,🤔🤔🤔🤔
atikanadyaasnawi ,😂😂😂
RADIT ,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
PDP-PUTRA-LAKBOK ,???
jef ,👍
ABD MALIK ,🤣🤣🤣🤣🤣🤣🤣
Sitibadriya ,gk juga sih..saya ibu rumh tngga dn gk kuliah . mudah memahami ucapan pak Anis
banjarmasintes ,"Siapa bilang, rata2 semua orang bisa mengerti apa yang di bicarakan dan di jelaskan oleh Pak Anies"
Bang Ipul3039 ,lu pendukung nya soal nya
AL ,"Pra tps ,pra pemilu ,pra kpu ??? Coba jelaskan yg dibilang anis yg satu ini"
Jannahlili ,sy cm pndidikan sma tp pilih no 1. krn aku pilih calon yng rekam jejaknya baik n jls.
beningbhisma218 ,Maksud lohhhhh ?????
Erna ,Pak Prabowo lebih banyak di pilih rakyat kalangan bawah sehingga menang
Agus ,tapi karakter orang Bang....
Verry (pejuang receh)✌️ ,preett...😂
norsi@n@sinyor ,Tetapi tidak semua yg 25 persen penduduk indonesia itu yg milih Anis
user518908Abbas Jibe ,preeetttttttt
BOIS ,Anis sama Riky Prasetyo bae maseh kalah Riky byk dapet cewek cantik
salsabella ,kl org brpikir dgn jernih dan brusaha pgn tau trs menyimak dgn baik pasti pilih yg trbaik wl pun sskolah nya rendah.gt menurut ak to gak tau menurut yg laen
ally setiawan ,pendidikan hanya formalitas jauh lebih penting kewarasan berfikir...
xyzrka ,"yg pendidikannya baik.. wlo lulusan SD tp cerdas mk itu berrti pendidikannya baik.
ad yg lulusan sarjana tp hasilnya bljar bs jd kurang baik."
ara2022683 ,BG tidak berlaku buat Aceh karna kami bukan mental sembako
Nadief Nndief ,sy tidak berpendidikan TPI sy ngerti mana capres yg baik .. mana yg tidak ..salam waras.
Nandar ,"kalau saya lebih cenderung ke warasan bang,contoh saya orang yg ga berpendidikan tapi tetep memilih anis"
"yan,z ",ya terbukti kan mana pendukung 01 dan 02 😂😂😂 untung saya dukung 01 mna yg rendah udah jlas kan
wis_pili ,"salah bro ,kami juga ,sekolah ,"
abudayat559 ,penilain anda salah..
Humaira_hijab ,saya akui saya berpendidikan rendah. sya pilih 02 pakai hati bukan pake ijazah b
AK ,masalah nya Anis itu pemecah persatuan bangsa dan umat... keturunan Yaman bkn WNI tulen/asli
Cia anak ABAH ,"Tetep all in prabowo, gpp gue sengsara, ekonomi indonesia merosot, food estate ""singkong"" gagal, yang penting bisnis pak prabowo tetep lancar jaya² 😂😂😂😂😂 PASRAH DAH 😁😁 salam akal waras ☝️"
pak jrenk ,"Bismillah 2024
ikut gerakan rakyat
ANIS BASWEDAN"
nekpeu ,berarti kampanye tim Prabowo tepat sasaran makanya menang
indra ,"kaki sebagai ALAT TRANSPORTASI.
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣"
Sukinem Chicka Lunzria ,"saya sih suka sama pak Anis ,tapi saya jijik dg pendukungnya ,arogan,demo teriak2. mulutnya kasar ,maksa tidak terima kekalahan ,"
suprihatinibu6 ,cocotmi
Tiara;-) ,betul banget bro masalah pendidikan jd klau mencari presiden yg memilih pendidikan tinggi selalu kalah seperti calon pa Anis 🥰
jono ,karna tingginya pendidikan anis baswedan makanya makanya tau klo udara tak punya ktp.
Nagy ,"Betul pak 72% rakyat pendidikan relatif rendah TDK termakan dgn politik identitas.
Hanya org yg pendidikan baik yg mengerti dgn pak Anis ttg politik identitas. 🤭🤭🤭"
Dian_putra93 ,ukuran pintar itu apa
Tsalaats banaat ,"pendidikan kan kita rendah,ternyata"
ONE AULIYA ,KITA KALAH DI MK BAGAIMANA APA MASIHKAH KITA TERUSIN LAGI MAIN ABAH ABAHANNYA NICH
Rofik ,heleh omong opo Kowe kie.....
pendekar_212_ok ,mulut cuk cuk
tape ,"ketuanya pendidikannya baik, pengikutnya gampang di bodoh²in😝"
imam.sfi ,merasa di atas angin ya
Guntur Bayu Sampurno ,"q gk setuju...,yang jelas orng indonesia....itu pekerja keras....gk mau teori/omon omon."
adobonceng ,beeeh koq eram
DO'A CATERING ,"ngopinya kurang kentel bosss ,ndableg GK mau mengakui kekalahan"
Kareena ,"ini pembodohan pola pikir... faktanya... data pikir rakyat sangat cerdas, kecerdasan rakyat terbukti gk memilih Anies"
Rita ,kt km kt gw prabowo sdh menang bro 58% anis cm24% nnk2 kabeh🤣🤣🤣🤣
JaiGMMI ,"persoalannya, suara banyak nya yg pendidiknnya di bawah .....😎"
thaz78 ,jgn sombong dengan tingkat pendidikan kawan...yg terpenting adalah moral. Terbukti pendidikan yg baik hanya banyak omong dan teori
eril332 ,"andai yg pendidikannya baik itu mayoritas pasti g
banyak orang yg mau dimanfaatkan dan di .....
sama kan maksudnya"
wardanisri867 ,maka ikutkah dengan yg cerdas supaya yg jjalangan pend. rebdah akan menjadi paham .
lare_ndusun ,saking pinter pendidikan nya.... sampai sampai angin harus punya KTP 😂😂
Gus Bayan ,masalahnya yg rendah ini yg ihklas demi NKRI......cerdas kok kalah rumus dari mars
joe13 ,anjir...
Qirania ,Saya yakin kalau pendukung 02 sudah mengenal dan sudah tau siapa dan bagaimana pak Anis pasti mereka jatuh cinta dan mendptkn hidayah
ratna ,tetap pak Anis pilihanku
teuingsaha ,"mudah dimengerti dalam hal apanya bang. ..??
bisa djelaskan.... 🤣🤣🤣"
Ria Ribeiro ,aku gak sekolah tapi aku paham tentang perubahan..seperti banjir dirubah jd tempat parkir air..klu temoat parkir mobil dirubah jd tempat parkir mesin ya
FiNiChaNi ,"bnyak yg tidak bersekolah tetapi bisa jaga n diatas tp begitu sukses br kejar paket, tp lau sekolah ""BACOT""itu buat yg kalangan pendidikan baik aq lbh paham🤣🤣🤣🤣🤣🤣"
Husainiwirajaya ,tahi kalu anes pangaramput nang ngintuh
elisahsa2 ,e'ek
bungsu0129 ,lalu knapa.bos?ini msalah cinta dan kepercayaan rkyt pd seseorang
rohemkhan843 ,Kalok kita nilai dari hati Anis GK guna lain pikiran dan bibir karna di kuasai hawa napsu itu lebi dangkal
Bobby Zippo ,pendidikan tinggi tapi penuh caci maki & iri dengki atau pendidikan rendah yg santun & rendah hati .. silahkan dipilih
saryatiuntung ,"saya pilih Prabowo,,saya gak pernah dapat bantuan berupa banson apa pkh,,saya pilih Prabowo selalu mikirin negara gak prnah menjelek""an lawannya"
NIEN 82 ,"org Pintar dipahami org Mengerti hanya usapan cermin yg kotor..,Mengerti dulu lah g harus2 pintar,..nanti jadinya Memintari Kalangan..😁😁"
dahlianamarbun ,"cocok lah yg pendikan sd,smp rata2 yg ...."
SABUN DUSENG ,banyak yang pilih selain Anis mereka pendidikan tinggi... yuk kita survei yang akurat.. jangan hanya sekedar hipotesis...
banichitepu6469 ,Ga jga tuh..anisnya aja ngomong seperti pujangga yg lgi mabuk
Julak Laki346 ,memang dibikin rendah rayat pada kenyataan nya miskin pendidikan miskin ekonomi maka gampang dibeli suaranya selama lima tahun gampang dibeli suaranya
adi.alif alghifari.5555 ,justru itu kmi pilih pndidikn gratis dri pda mkn gratis biar ank2 kmi bisa sekolah dn pintar ngk sprti kmi.ortu ny
Ari Takari ,InsyaAllah Pak Anies Baswedan Presiden Terpilih RI 😇💪🥰👍
Sherlie Subagyo ,Yg milih banyak yg halu bukan krn pendidikan brooo.. pengen punya ktp angin.. pingin punya parkiran air 🤣🤣🤣
Barkah Salim ,Plin plan demi popularitas. Londo Ireng kembali muncul setelah jaman Belanda dan jepang. bersamaan dengan munculnya gorosai
dendy famuzi ,saudara menghina masyarakat Indonesia..
Widad Changhai Wista ,"pak masalahnya bukan pendidikan,,,,kampanyenya terlalu muluk2,dan politisasi agama....jgn merendahkan rakyat indonesia...😡"
darmawaty ,berarti yg pilih pak anis khusus aceh cerdas dong👍😅
ariyanto 90. 😊 ,disitulah lah makanya negri konoha ini susah majunya..masarakatnya lebih mudah di. asut.dn di adu domba....😊
sontoloyo ,"tapi masalahnya,yang katanya latar pendidikan nya , tinggi,dan katanyaaaaaaa mengerti kok masih nduabkek"
ahamd ,maaf bos saya lulusan SD aja paham mana yng bicaranya pake data dan fakta.salam cerdas
user4448037200027 edo ,ngoceh
njancuuuk89 ,tel gateeel
baurekso380 ,prettttt
sidoelnya nadilia ,Halah.
arikharismabonari ,"gathel gathel , nyoocooot OPO to Li li"
mayyulis267 ,Apa maksudmu hooiiiii
Taopik Rahman ,betul
warno ,betul sekali
yaya ,saya mengerti apa yg dikatakan Anis Baswedan. oleh sebab itu saya pilih 02☺️
hamba Allah ,betul
Suhandar suhandar ,betul
as.suga ,betul
kopi hitam 1945 ,ANIES ITU SEKELAS SAMA VICKY PRASETYO .ITU FAKTANYA
🅸🅽🅸🆂🅸🅰🅻_🆁🏴‍☠️🌻 ,"bentar orang tua saya yg gak lulus SD bisa memahami secara logika/akal tentang ucapan pak Anies , tanpa uang amplop ini ya ingat itu"
HEER105 ,"mon maap bukannya sombong, gue telah melewati 2 jenjang pendidikan tinggi dan gue lulusan terbaik, dan gue paham dan mengerti dari visi misi anies baswedan lbh masuk akal."
No Habib2 anjingyaman ,Alhamdulillah untungnya anjingyaman kalah pilpres
panturae ,ora g ini PINTAR CERDAS tapi kenapa ya dia gak Cerdas kl skrng ada SESUATU dgn YOHANES ANIS BASDAN bung Gajali HARUS ULANG CARA BERPIKIR ANDA ... .?????
Roy V.P ,Anis spt angin... selalu berubah... makanya tagline nya perubahan hari ini omong a besok B
orang_miskin ,justru yg brpndidikan baik menilai kata2 anis gk masuk akal
Mietha ,"Ya emg Orang baru punya KTP anak2 muda ga tau apa2 yg pilih 02, karena mereka blm tau apa itu Politik dan dampaknya!"
Muhammadsyaiful ,Pendidikan rendah pilih makan gratis
DimasSoCoold ,"parkir air, ktp angin, rumah sehat, sempel darah, izin membangun di tanah pemerintah, jangan katanya tapi faktanya DLL
🤣🤣🤣"
jamessang59 ,"bkn mslah pendidikannya pak tp krn anies g bs kerja kerja kerja sesuai keinginan rakyat indonesianya, maaf 72% lbh rakyat indonesia sdh pintar memilih yg terbaik."
Rafi_23 ,kata kata anis buuuleeet kayak gitu kok mudah di mengerti...yg mengerti ya yg deket anis laah paak...
adimazze ,pantas ada oknum pendukung 01 yg pendidikan tinggi2 mulutnya pd tajem2 kl njelekkin pak prabowo... ternyata berpendidikan baik tdk menjamin mulut nya baik ya pak 😂😂😂😂😂
RG74 ,ngga usah mancing2 ..yg penting pa anies patuh aturan pilpres.. tinggal liat presiden terpilih bisa ngga berpihak k rakyat yg pendidikan nya msh biasa. hukum tumpul kmana?
haikalazka6 ,FAKTANYA BAHWA ANIES BASWEDAN GAK DISUKAI MAYORITAS RAKYAT INDONESIA
umipilam ,keren pinter muter2 kojo angin .pi ter g berbagi.
umipilam ,aku g perlu anis bas edan.aku perlu keiklasan kejujuran seperti p prabowo.
Hasa81kra ,dengan kata lain rakyat indonesia bodoh bodoh dong??????
ANIM SUBANG ,saya lulusan sd tapi saya tidak mengerti pola pikir anis orang nya plinpan ga jelas
sayyidah ida ,SESUAI DENGAN PERNYATAAN RIDWAN KAMIL PENDUKUNG 02 KELAS MENENGAH KEBAWAH
Asep Asep supriadi ,lu bacot ableh
elangbadai715 ,🤣🤣🤣🤣 02 rendah berarti tp mang bener jg si pak anis program pendidikan gratis kg ada yg mau padahal pendidikan gratis d butuhin bngt buat kalangan kaya sy yh hidup pas pasan
Senopati ,Jangan saling merendahkan Pak 🙏
Agus Salim Soemadi ,bahkan presiden nya aja ijazah Nya palsu
hapid nurifan ,mhn maap jangan jumawa bank kami g bodo bodo amat kami tau mana yg baik buat kami rakyat
user7559837378470 ,berarti di Indonesia rakyatnya bisa si bodohin..
IGB ardianta ,"sok tau banget..
cerdas untuk menipu untuk apa..?"
Madnurarifin ,"Bagaimana lebih mudah dimengerti, kalau jawab mutar-muter kok. Ditanya tidak langsung dijawab, tapi muter dulu"
chuan762 ,"ngk pendidikan baik aj pk,tp pya akal sehat,Krn yg ngusung itu kn pendidikan y baik,tp skrg belok smua.
sy pendidikan rendah tp pilih pk Anies Rasyid Baswedan presiden RI."
@ Agung Wasito ,sok tau profesor aja bingung ada parkir air.
LAMBE CEMPRAH ,MASALAHNYA YG MILIH ANIS RENDAH 😆😄
Rosi ,"KLO GITU ANDA JUGA YG TERMASUK 72,4% ITU..TITIK 🤔🤔🤔"
Mu ,"mending 02 jadi tinggi tanpa menjatuhkan mencaci.
beda kelas. sama 01. pintar tapi kagak ada akhlak."
bakul sapi ,kalangan org'stes mgkn
